id_colaborador,nome,sexo_biologico,idade,cargo,nota_desempenho,remuneracao
REP009188,Brayan Machado,Masculino,37,Repositor(a),Regular,3711.03
REP009189,Mariah Machado,Feminino,35,Repositor(a),Bom,2805.73
REP009190,Luara Freitas,Feminino,21,Repositor(a),Regular,3426.83
REP009191,Anna Liz Ramos,Feminino,45,Repositor(a),Bom,3787.48
REP009192,Augusto Carvalho,Masculino,43,Repositor(a),Insuficiente,2904.04
REP009193,Ayla Garcia,Feminino,40,Repositor(a),Bom,4162.73
REP009194,Cecilia Sales,Feminino,34,Repositor(a),Regular,3848.71
REP009195,Pietra Santos,Feminino,38,Repositor(a),Regular,3871.91
REP009196,Erick Rocha,Masculino,28,Repositor(a),Bom,3999.1
REP009197,Alexia Sales,Feminino,25,Repositor(a),Bom,3259.22
REP009198,Maria Júlia Moreira,Feminino,43,Repositor(a),Bom,3112.92
REP009199,Isabelly Almeida,Feminino,46,Repositor(a),Excelente,3254.93
REP009200,Isabelly Vasconcelos,Feminino,19,Repositor(a),Bom,3243.82
REP009201,Bella Viana,Feminino,32,Repositor(a),Bom,3862.51
REP009202,Felipe Cunha,Masculino,33,Repositor(a),Excelente,4370.3
REP009203,Maria Fernanda Siqueira,Feminino,23,Repositor(a),Bom,4162.18
REP009204,Lucca Moreira,Masculino,40,Repositor(a),Bom,3428.58
REP009205,Anna Liz Câmara,Feminino,41,Repositor(a),Excelente,3481.91
REP009206,Raul Pires,Masculino,42,Repositor(a),Excelente,3780.26
REP009207,Marcelo Oliveira,Masculino,34,Repositor(a),Regular,3998.59
REP009208,Ayla Azevedo,Feminino,35,Repositor(a),Regular,3150.17
REP009209,Lívia Fogaça,Feminino,26,Repositor(a),Insuficiente,3412.87
REP009210,Letícia Abreu,Feminino,34,Repositor(a),Excelente,3636.97
REP009211,Mirella Barbosa,Feminino,44,Repositor(a),Excelente,4478.56
REP009212,Maria Laura Nogueira,Feminino,18,Repositor(a),Excelente,4273.88
REP009213,Emanuel Ribeiro,Masculino,45,Repositor(a),Regular,3303.55
REP009214,Benjamin da Mata,Masculino,22,Repositor(a),Regular,3251.98
REP009215,Theo Cavalcanti,Masculino,49,Repositor(a),Bom,4071.65
REP009216,João Pacheco,Masculino,31,Repositor(a),Insuficiente,4186.39
REP009217,Lorenzo Cunha,Masculino,25,Repositor(a),Regular,3236.62
REP009218,Maria Cecília Rezende,Feminino,37,Repositor(a),Insuficiente,2779.81
REP009219,Amanda da Rocha,Feminino,34,Repositor(a),Excelente,3536.02
REP009220,Mathias Souza,Masculino,27,Repositor(a),Excelente,4008.98
REP009221,Lucas Barbosa,Masculino,24,Repositor(a),Bom,3116.05
REP009222,Amanda Pacheco,Feminino,28,Repositor(a),Excelente,4416.96
REP009223,Marcos Vinicius Lopes,Masculino,25,Repositor(a),Insuficiente,3767.97
REP009224,Francisco da Mota,Masculino,26,Repositor(a),Bom,4030.15
REP009225,Ana Clara Correia,Feminino,31,Repositor(a),Regular,2895.75
REP009226,Clarice Rodrigues,Feminino,20,Repositor(a),Bom,2846.08
REP009227,Nathan Cavalcanti,Masculino,41,Repositor(a),Excelente,4536.89
REP009228,Ana Carolina Aragão,Feminino,45,Repositor(a),Excelente,3182.43
REP009229,José Pedro da Cruz,Masculino,36,Repositor(a),Bom,3946.27
REP009230,Brenda Farias,Feminino,31,Repositor(a),Regular,2754.1
REP009231,Noah Rezende,Masculino,57,Repositor(a),Insuficiente,3829.03
REP009232,Luiz Miguel Guerra,Masculino,25,Repositor(a),Regular,3242.14
REP009233,Maria Sá,Feminino,42,Repositor(a),Regular,3875.87
REP009234,Antony Costa,Masculino,48,Repositor(a),Excelente,3258.84
REP009235,Maria Júlia Cunha,Feminino,39,Repositor(a),Insuficiente,3825.67
REP009236,Levi Carvalho,Masculino,50,Repositor(a),Excelente,4689.42
REP009237,Miguel Nunes,Masculino,40,Repositor(a),Insuficiente,3295.21
REP009238,Miguel Sá,Masculino,31,Repositor(a),Regular,4001.02
REP009239,Breno Câmara,Masculino,48,Repositor(a),Excelente,4526.23
REP009240,Laís Nogueira,Feminino,41,Repositor(a),Bom,3212.88
REP009241,Davi Lucca Cavalcante,Masculino,48,Repositor(a),Insuficiente,3543.47
REP009242,Maria Luísa Freitas,Feminino,30,Repositor(a),Bom,3649.95
REP009243,Isabella Santos,Feminino,23,Repositor(a),Bom,4128.38
REP009244,Luna Castro,Feminino,32,Repositor(a),Excelente,3389.88
REP009245,Enzo Porto,Masculino,46,Repositor(a),Regular,3610.68
REP009246,Yasmin Souza,Feminino,40,Repositor(a),Excelente,4335.98
REP009247,Luan Oliveira,Masculino,33,Repositor(a),Insuficiente,3089.25
REP009248,Kevin Araújo,Masculino,40,Repositor(a),Insuficiente,2889.14
REP009249,Luiz Fernando Leão,Masculino,24,Repositor(a),Insuficiente,4213.84
REP009250,Levi Rocha,Masculino,47,Repositor(a),Excelente,3830.9
REP009251,Diego Leão,Masculino,29,Repositor(a),Regular,3292.14
REP009252,Ágatha Alves,Feminino,38,Repositor(a),Excelente,3784.83
REP009253,Pietro Montenegro,Masculino,26,Repositor(a),Regular,3310.5
REP009254,Pedro Pinto,Masculino,47,Repositor(a),Insuficiente,3694.33
REP009255,Antonella Sampaio,Feminino,33,Repositor(a),Regular,2844.07
REP009256,Vitor Oliveira,Masculino,29,Repositor(a),Insuficiente,3371.05
REP009257,Marcelo Aragão,Masculino,44,Repositor(a),Insuficiente,3575.93
REP009258,Henry Fogaça,Masculino,31,Repositor(a),Bom,3505.81
REP009259,Maria Fernanda Lopes,Feminino,37,Repositor(a),Regular,3604.63
REP009260,Luiz Otávio Viana,Masculino,34,Repositor(a),Excelente,3858.41
REP009261,Breno Pereira,Masculino,20,Repositor(a),Bom,3380.5
REP009262,Gustavo Henrique Vieira,Masculino,27,Repositor(a),Excelente,3958.97
REP009263,Catarina Barbosa,Feminino,26,Repositor(a),Insuficiente,3110.25
REP009264,Sofia Duarte,Feminino,44,Repositor(a),Bom,3690.96
REP009265,Lunna Silveira,Feminino,39,Repositor(a),Regular,2978.64
REP009266,Luiz Otávio Fernandes,Masculino,53,Repositor(a),Regular,4398.16
REP009267,Levi Peixoto,Masculino,54,Repositor(a),Insuficiente,3085.85
REP009268,Luan Carvalho,Masculino,32,Repositor(a),Regular,3067.59
REP009269,Luiz Gustavo Montenegro,Masculino,35,Repositor(a),Bom,3421.39
REP009270,Théo Peixoto,Masculino,33,Repositor(a),Regular,3577.4
REP009271,Lucas Gabriel da Rocha,Masculino,30,Repositor(a),Regular,3419.15
REP009272,Yuri Farias,Masculino,19,Repositor(a),Regular,4202.74
REP009273,Maria Helena Teixeira,Feminino,30,Repositor(a),Excelente,3795.95
REP009274,Gabriel Oliveira,Masculino,24,Repositor(a),Bom,4457.28
REP009275,Luana Farias,Feminino,30,Repositor(a),Insuficiente,2832.12
REP009276,Miguel da Costa,Masculino,58,Repositor(a),Bom,3392.27
REP009277,Matteo Teixeira,Masculino,32,Repositor(a),Bom,3137.67
REP009278,Mateus Mendes,Masculino,39,Repositor(a),Excelente,4468.13
REP009279,Juan Costa,Masculino,46,Repositor(a),Excelente,3755.54
REP009280,José Miguel Nunes,Masculino,40,Repositor(a),Excelente,4432.71
REP009281,Lorenzo Pacheco,Masculino,40,Repositor(a),Regular,4096.03
REP009282,Julia Peixoto,Feminino,26,Repositor(a),Insuficiente,2919.52
REP009283,Ana Vitória Novais,Feminino,28,Repositor(a),Bom,3450.51
REP009284,Antony da Mata,Masculino,27,Repositor(a),Bom,3060.4
REP009285,Giovanna Martins,Feminino,38,Repositor(a),Regular,3111.58
REP009286,Brenda Sampaio,Feminino,18,Repositor(a),Bom,3187.35
REP009287,Rebeca Brito,Feminino,40,Repositor(a),Insuficiente,3400.0
REP009288,Pietra Gomes,Feminino,18,Repositor(a),Bom,3388.47
REP009289,Caio da Cruz,Masculino,47,Repositor(a),Bom,3808.37
REP009290,Dom Marques,Masculino,33,Repositor(a),Regular,3730.06
REP009291,Igor Lima,Masculino,25,Repositor(a),Insuficiente,3216.79
REP009292,Leandro Lima,Masculino,43,Repositor(a),Regular,4140.7
REP009293,Ravi Montenegro,Masculino,46,Repositor(a),Excelente,4448.91
REP009294,Mariah Câmara,Feminino,26,Repositor(a),Excelente,3388.33
REP009295,Amanda Borges,Feminino,37,Repositor(a),Insuficiente,3670.24
REP009296,Esther Pinto,Feminino,18,Repositor(a),Insuficiente,3162.3
REP009297,Maria Luiza Pimenta,Feminino,18,Repositor(a),Excelente,3274.73
REP009298,Cecilia Caldeira,Feminino,43,Repositor(a),Insuficiente,3662.68
REP009299,Maria Cecília Pastor,Feminino,28,Repositor(a),Regular,3433.83
REP009300,Marcos Vinicius Pimenta,Masculino,18,Repositor(a),Regular,3228.47
REP009301,Apollo Santos,Masculino,30,Repositor(a),Excelente,3317.34
REP009302,Isaque Pires,Masculino,28,Repositor(a),Insuficiente,2843.71
REP009303,Lívia Melo,Feminino,28,Repositor(a),Excelente,3755.37
REP009304,Yuri Santos,Masculino,33,Repositor(a),Regular,3373.47
REP009305,Luana Almeida,Feminino,32,Repositor(a),Excelente,4515.86
REP009306,Dante Farias,Masculino,36,Repositor(a),Insuficiente,3937.85
REP009307,Vitor Gabriel Araújo,Masculino,51,Repositor(a),Excelente,3589.48
REP009308,Alana Lima,Feminino,34,Repositor(a),Excelente,3362.61
REP009309,Cauê Gomes,Masculino,42,Repositor(a),Bom,3027.77
REP009310,Igor das Neves,Masculino,49,Repositor(a),Excelente,3275.9
REP009311,Gabriel Farias,Masculino,33,Repositor(a),Bom,3236.55
REP009312,Valentim Aragão,Masculino,24,Repositor(a),Bom,3358.78
REP009313,Ágatha Caldeira,Feminino,42,Repositor(a),Insuficiente,3268.39
REP009314,Theodoro Cunha,Masculino,38,Repositor(a),Regular,3427.59
REP009315,Marcela da Paz,Feminino,31,Repositor(a),Regular,3017.09
REP009316,Guilherme Pereira,Masculino,31,Repositor(a),Excelente,3511.92
REP009317,Ana Vitória Campos,Feminino,24,Repositor(a),Bom,3655.76
REP009318,Benicio da Mata,Masculino,45,Repositor(a),Excelente,3624.66
REP009319,Maria Luiza Cardoso,Feminino,40,Repositor(a),Insuficiente,2655.1
REP009320,Larissa Fogaça,Feminino,38,Repositor(a),Bom,3211.95
REP009321,Dante Araújo,Masculino,45,Repositor(a),Insuficiente,3507.09
REP009322,Bárbara Machado,Feminino,36,Repositor(a),Bom,3034.9
REP009323,Mariana Monteiro,Feminino,31,Repositor(a),Insuficiente,2675.32
REP009324,Antônio Lopes,Masculino,35,Repositor(a),Excelente,4138.01
REP009325,Léo Porto,Masculino,49,Repositor(a),Excelente,4005.83
REP009326,Carolina Nunes,Feminino,26,Repositor(a),Regular,3365.56
REP009327,Mirella Camargo,Feminino,34,Repositor(a),Insuficiente,3796.43
REP009328,Bento Siqueira,Masculino,29,Repositor(a),Regular,3782.82
REP009329,Cauã da Cruz,Masculino,30,Repositor(a),Excelente,3248.11
REP009330,Aurora Oliveira,Feminino,28,Repositor(a),Regular,3364.53
REP009331,Milena Mendonça,Feminino,22,Repositor(a),Insuficiente,3594.7
REP009332,Alice Brito,Feminino,38,Repositor(a),Excelente,4170.58
REP009333,Oliver Silva,Masculino,24,Repositor(a),Excelente,4750.96
REP009334,Maria Laura da Conceição,Feminino,31,Repositor(a),Insuficiente,3135.34
REP009335,Miguel Leão,Masculino,38,Repositor(a),Insuficiente,3710.97
REP009336,Breno Albuquerque,Masculino,19,Repositor(a),Regular,4414.29
REP009337,Eloá Pastor,Feminino,26,Repositor(a),Insuficiente,3538.18
REP009338,Maria Laura Camargo,Feminino,33,Repositor(a),Excelente,3400.97
REP009339,Yago Jesus,Masculino,41,Repositor(a),Regular,3395.32
REP009340,Marcos Vinicius Lima,Masculino,35,Repositor(a),Regular,2993.8
REP009341,Manuela Vieira,Feminino,37,Repositor(a),Regular,3770.39
REP009342,Gabriel Freitas,Masculino,36,Repositor(a),Insuficiente,3385.02
REP009343,Marina Novaes,Feminino,30,Repositor(a),Insuficiente,3032.41
REP009344,Ágatha da Mata,Feminino,33,Repositor(a),Bom,2914.17
REP009345,Theodoro Leão,Masculino,46,Repositor(a),Excelente,3380.34
REP009346,Nina Gonçalves,Feminino,23,Repositor(a),Bom,3642.35
REP009347,Elisa Carvalho,Feminino,25,Repositor(a),Regular,3930.29
REP009348,Kamilly Vasconcelos,Feminino,23,Repositor(a),Excelente,3506.5
REP009349,Antonella Peixoto,Feminino,27,Repositor(a),Insuficiente,2688.4
REP009350,Helena Lima,Feminino,44,Repositor(a),Excelente,3862.38
REP009351,Fernando Moraes,Masculino,43,Repositor(a),Excelente,4702.29
REP009352,Mateus Souza,Masculino,26,Repositor(a),Regular,4315.53
REP009353,Bella Montenegro,Feminino,24,Repositor(a),Regular,3821.47
REP009354,Vitor Gabriel Castro,Masculino,41,Repositor(a),Bom,4347.05
REP009355,Danilo Montenegro,Masculino,28,Repositor(a),Regular,4263.91
REP009356,Antonella Barros,Feminino,23,Repositor(a),Bom,3225.54
REP009357,Camila Siqueira,Feminino,43,Repositor(a),Excelente,4097.71
REP009358,Erick Pires,Masculino,31,Repositor(a),Excelente,3965.4
REP009359,Pietra da Rocha,Feminino,40,Repositor(a),Regular,3712.81
REP009360,Camila Nunes,Feminino,43,Repositor(a),Bom,4025.34
REP009361,Theo Martins,Masculino,30,Repositor(a),Insuficiente,4105.52
REP009362,Anna Liz Almeida,Feminino,21,Repositor(a),Regular,3215.12
REP009363,João Miguel Fernandes,Masculino,34,Repositor(a),Bom,4318.02
REP009364,Gael Novais,Masculino,26,Repositor(a),Bom,3383.47
REP009365,Davi Vargas,Masculino,38,Repositor(a),Excelente,4617.11
REP009366,Isaque Mendonça,Masculino,35,Repositor(a),Regular,3404.44
REP009367,Antônio Aparecida,Masculino,41,Repositor(a),Regular,4349.75
REP009368,Bárbara Campos,Feminino,44,Repositor(a),Insuficiente,2965.76
REP009369,Anna Liz Siqueira,Feminino,38,Repositor(a),Excelente,4490.43
REP009370,Heloísa Correia,Feminino,35,Repositor(a),Bom,4042.45
REP009371,Maria Julia Correia,Feminino,18,Repositor(a),Excelente,3136.36
REP009372,Danilo Rocha,Masculino,41,Repositor(a),Bom,3132.58
REP009373,Marcos Vinicius Cassiano,Masculino,54,Repositor(a),Bom,3519.93
REP009374,Evelyn Cavalcanti,Feminino,18,Repositor(a),Insuficiente,3054.76
REP009375,Dante Cardoso,Masculino,44,Repositor(a),Regular,4412.06
REP009376,Vitor Gabriel Dias,Masculino,35,Repositor(a),Insuficiente,3063.71
REP009377,Júlia Souza,Feminino,22,Repositor(a),Bom,3239.73
REP009378,Diogo Nascimento,Masculino,45,Repositor(a),Excelente,3525.95
REP009379,Raquel Rios,Feminino,47,Repositor(a),Bom,3808.02
REP009380,Dante Melo,Masculino,45,Repositor(a),Bom,4456.33
REP009381,Yago Pastor,Masculino,33,Repositor(a),Regular,3899.05
REP009382,Igor Abreu,Masculino,28,Repositor(a),Bom,3570.24
REP009383,Heloísa Ferreira,Feminino,31,Repositor(a),Insuficiente,3486.86
REP009384,Yuri Pacheco,Masculino,46,Repositor(a),Insuficiente,3954.28
REP009385,Otávio Almeida,Masculino,33,Repositor(a),Bom,3418.67
REP009386,Luísa Guerra,Feminino,27,Repositor(a),Regular,3323.23
REP009387,Ayla Barros,Feminino,58,Repositor(a),Regular,3308.93
REP009388,José Miguel Costela,Masculino,48,Repositor(a),Excelente,4469.91
REP009389,Noah Aparecida,Masculino,49,Repositor(a),Insuficiente,2841.26
REP009390,José Pedro Novaes,Masculino,22,Repositor(a),Excelente,3724.26
REP009391,Stephany Vargas,Feminino,23,Repositor(a),Regular,2995.96
REP009392,Helena Teixeira,Feminino,31,Repositor(a),Bom,3137.02
REP009393,André da Paz,Masculino,27,Repositor(a),Bom,4486.32
REP009394,Maria Julia Silveira,Feminino,46,Repositor(a),Bom,3544.84
REP009395,Noah Gomes,Masculino,51,Repositor(a),Insuficiente,3994.79
REP009396,Igor Cassiano,Masculino,32,Repositor(a),Excelente,3356.56
REP009397,Benício da Mota,Masculino,55,Repositor(a),Excelente,3398.89
REP009398,João Felipe da Cunha,Masculino,37,Repositor(a),Bom,3543.47
REP009399,Thiago Novais,Masculino,63,Repositor(a),Excelente,3975.73
REP009400,Alexandre Peixoto,Masculino,38,Repositor(a),Regular,4148.07
REP009401,Joana Almeida,Feminino,36,Repositor(a),Insuficiente,3814.23
REP009402,Davi Miguel Rodrigues,Masculino,51,Repositor(a),Insuficiente,3523.85
REP009403,Yasmin Moraes,Feminino,43,Repositor(a),Regular,3042.94
REP009404,Marcos Vinicius da Paz,Masculino,42,Repositor(a),Insuficiente,4128.19
REP009405,Gustavo Fogaça,Masculino,36,Repositor(a),Regular,3547.71
REP009406,Matteo Aparecida,Masculino,42,Repositor(a),Insuficiente,3121.48
REP009407,Diogo Pastor,Masculino,29,Repositor(a),Excelente,3795.3
REP009408,Luiz Henrique Vargas,Masculino,39,Repositor(a),Bom,3799.15
REP009409,Enzo Gabriel da Rocha,Masculino,26,Repositor(a),Insuficiente,3669.2
REP009410,Davi Aragão,Masculino,19,Repositor(a),Regular,3606.32
REP009411,Rafael Farias,Masculino,38,Repositor(a),Insuficiente,3895.05
REP009412,Maria Liz Costela,Feminino,43,Repositor(a),Excelente,3847.26
REP009413,Ísis da Costa,Feminino,39,Repositor(a),Insuficiente,3665.34
REP009414,Matheus Moura,Masculino,36,Repositor(a),Regular,3266.92
REP009415,Felipe Freitas,Masculino,54,Repositor(a),Excelente,4259.79
REP009416,Marcelo Brito,Masculino,31,Repositor(a),Excelente,4411.28
REP009417,Stephany Cassiano,Feminino,18,Repositor(a),Bom,2943.32
REP009418,Henry Garcia,Masculino,18,Repositor(a),Insuficiente,3078.82
REP009419,Bruno Cavalcante,Masculino,25,Repositor(a),Regular,4150.21
REP009420,Pedro Peixoto,Masculino,45,Repositor(a),Insuficiente,3051.99
REP009421,Lorena Nascimento,Feminino,24,Repositor(a),Bom,3904.58
REP009422,Theo Silveira,Masculino,42,Repositor(a),Insuficiente,3358.91
REP009423,Sophie da Luz,Feminino,46,Repositor(a),Bom,3032.75
REP009424,Arthur Gabriel Carvalho,Masculino,26,Repositor(a),Excelente,4846.26
REP009425,Rafaela Peixoto,Feminino,35,Repositor(a),Excelente,3181.77
REP009426,Bárbara da Mota,Feminino,35,Repositor(a),Insuficiente,3572.94
REP009427,Thiago Cavalcanti,Masculino,28,Repositor(a),Bom,3186.41
REP009428,Mariana da Mata,Feminino,44,Repositor(a),Excelente,3193.98
REP009429,Apollo Melo,Masculino,34,Repositor(a),Excelente,4724.18
REP009430,Maria Alice Novais,Feminino,26,Repositor(a),Bom,3846.27
REP009431,Maria Eduarda Silveira,Feminino,51,Repositor(a),Insuficiente,3283.31
REP009432,Theodoro Nascimento,Masculino,42,Repositor(a),Regular,3417.3
REP009433,Lara Cassiano,Feminino,39,Repositor(a),Regular,3339.52
REP009434,João Miguel Almeida,Masculino,51,Repositor(a),Insuficiente,2890.87
REP009435,Anthony Gabriel Dias,Masculino,30,Repositor(a),Regular,4195.32
REP009436,Caio Cassiano,Masculino,49,Repositor(a),Insuficiente,2858.9
REP009437,Ana Liz Cirino,Feminino,25,Repositor(a),Bom,3834.24
REP009438,Vinícius Albuquerque,Masculino,32,Repositor(a),Insuficiente,2832.82
REP009439,Pedro Dias,Masculino,34,Repositor(a),Excelente,3718.42
REP009440,Isabella Duarte,Feminino,24,Repositor(a),Regular,3136.67
REP009441,Calebe Machado,Masculino,45,Repositor(a),Regular,3945.32
REP009442,Henry da Rosa,Masculino,40,Repositor(a),Excelente,4130.25
REP009443,Ravi Lucca Dias,Masculino,32,Repositor(a),Bom,3213.63
REP009444,Benicio Farias,Masculino,44,Repositor(a),Bom,3612.58
REP009445,Ravi Pires,Masculino,34,Repositor(a),Excelente,3305.67
REP009446,Luiz Henrique Câmara,Masculino,34,Repositor(a),Regular,4094.47
REP009447,Ana Júlia Casa Grande,Feminino,30,Repositor(a),Insuficiente,2810.38
REP009448,Maria Liz Novais,Feminino,35,Repositor(a),Regular,3728.67
REP009449,Otto Teixeira,Masculino,41,Repositor(a),Regular,3903.08
REP009450,Francisco Vargas,Masculino,33,Repositor(a),Excelente,4488.56
REP009451,Luiz Otávio Farias,Masculino,45,Repositor(a),Excelente,3546.58
REP009452,Ana Luiza da Mata,Feminino,28,Repositor(a),Regular,3521.74
REP009453,Luiz Gustavo Viana,Masculino,30,Repositor(a),Insuficiente,3328.15
REP009454,Marcos Vinicius Camargo,Masculino,22,Repositor(a),Insuficiente,3053.44
REP009455,Maria Alice Alves,Feminino,40,Repositor(a),Bom,3120.12
REP009456,Theodoro Marques,Masculino,37,Repositor(a),Regular,3495.15
REP009457,Lucas Araújo,Masculino,39,Repositor(a),Regular,3124.88
REP009458,Daniela Andrade,Feminino,40,Repositor(a),Regular,2905.59
REP009459,Joana Pires,Feminino,25,Repositor(a),Regular,2918.46
REP009460,Ryan Macedo,Masculino,23,Repositor(a),Insuficiente,3314.74
REP009461,Ana Sophia Cunha,Feminino,31,Repositor(a),Excelente,4179.92
REP009462,Gael Henrique Correia,Masculino,40,Repositor(a),Insuficiente,3492.27
REP009463,Olívia Pimenta,Feminino,27,Repositor(a),Excelente,4350.23
REP009464,Lorenzo Ferreira,Masculino,52,Repositor(a),Bom,3991.58
REP009465,Sarah Campos,Feminino,18,Repositor(a),Insuficiente,2892.8
REP009466,Lunna Melo,Feminino,41,Repositor(a),Bom,3059.27
REP009467,Maya Rios,Feminino,38,Repositor(a),Excelente,4204.94
REP009468,Stella Farias,Feminino,35,Repositor(a),Excelente,3126.3
REP009469,Emanuel Cavalcanti,Masculino,18,Repositor(a),Regular,3986.42
REP009470,Mathias Farias,Masculino,50,Repositor(a),Excelente,4016.15
REP009471,Valentim Lopes,Masculino,27,Repositor(a),Bom,3165.16
REP009472,Catarina Andrade,Feminino,25,Repositor(a),Bom,4069.85
REP009473,Maria Luiza Almeida,Feminino,28,Repositor(a),Insuficiente,3379.38
REP009474,Cauã Campos,Masculino,41,Repositor(a),Excelente,3897.35
REP009475,Ana Cecília Jesus,Feminino,36,Repositor(a),Regular,4089.42
REP009476,Luísa Mendonça,Feminino,39,Repositor(a),Bom,3926.94
REP009477,Cecília Moraes,Feminino,38,Repositor(a),Regular,3486.78
REP009478,Ana Carolina da Rocha,Feminino,33,Repositor(a),Excelente,3816.89
REP009479,Francisco Alves,Masculino,41,Repositor(a),Regular,3192.82
REP009480,Erick Garcia,Masculino,26,Repositor(a),Regular,4165.05
REP009481,Enrico Lima,Masculino,29,Repositor(a),Excelente,4483.43
REP009482,Isaque Farias,Masculino,46,Repositor(a),Insuficiente,4190.97
REP009483,Larissa da Rocha,Feminino,38,Repositor(a),Insuficiente,3893.61
REP009484,Maria Laura Borges,Feminino,37,Repositor(a),Excelente,3620.02
REP009485,Letícia Sampaio,Feminino,25,Repositor(a),Regular,3628.66
REP009486,Melissa Albuquerque,Feminino,39,Repositor(a),Regular,2915.38
REP009487,Caio Pereira,Masculino,25,Repositor(a),Excelente,4327.82
REP009488,Luiz Henrique Novais,Masculino,48,Repositor(a),Bom,4195.47
REP009489,Igor Marques,Masculino,34,Repositor(a),Insuficiente,3455.4
REP009490,Cauã Teixeira,Masculino,54,Repositor(a),Regular,3048.0
REP009491,Nicolas Rocha,Masculino,22,Repositor(a),Insuficiente,3718.04
REP009492,Vinícius Lima,Masculino,55,Repositor(a),Regular,4331.54
REP009493,João Gabriel Araújo,Masculino,33,Repositor(a),Excelente,4053.67
REP009494,Cauã Câmara,Masculino,33,Repositor(a),Excelente,4755.18
REP009495,Maria Luiza Jesus,Feminino,32,Repositor(a),Regular,3161.0
REP009496,Luiz Gustavo da Cruz,Masculino,30,Repositor(a),Regular,4131.03
REP009497,Erick Mendonça,Masculino,36,Repositor(a),Excelente,4809.28
REP009498,Lorenzo Peixoto,Masculino,30,Repositor(a),Regular,4137.97
REP009499,Agatha Caldeira,Feminino,23,Repositor(a),Insuficiente,2966.43
REP009500,Asafe Teixeira,Masculino,42,Repositor(a),Insuficiente,3769.66
REP009501,Miguel Garcia,Masculino,28,Repositor(a),Excelente,3510.77
REP009502,Maria Sophia Rios,Feminino,22,Repositor(a),Bom,2880.03
REP009503,Bella Casa Grande,Feminino,18,Repositor(a),Insuficiente,3616.66
REP009504,Rebeca Oliveira,Feminino,25,Repositor(a),Insuficiente,3389.22
REP009505,Juan Sales,Masculino,50,Repositor(a),Bom,3679.65
REP009506,Pedro Lucas Freitas,Masculino,29,Repositor(a),Insuficiente,3046.71
REP009507,João Lucas Mendonça,Masculino,30,Repositor(a),Excelente,3985.73
REP009508,Jade Macedo,Feminino,32,Repositor(a),Excelente,4401.49
REP009509,Miguel Andrade,Masculino,33,Repositor(a),Excelente,3752.0
REP009510,Brayan Nascimento,Masculino,59,Repositor(a),Excelente,4211.34
REP009511,Dante Cavalcanti,Masculino,35,Repositor(a),Insuficiente,3532.96
REP009512,Luiz Felipe Nascimento,Masculino,40,Repositor(a),Regular,3158.01
REP009513,Luiz Miguel Rezende,Masculino,46,Repositor(a),Bom,4517.12
REP009514,Ana Júlia Brito,Feminino,39,Repositor(a),Insuficiente,3166.55
REP009515,Beatriz da Mota,Feminino,32,Repositor(a),Insuficiente,3515.69
REP009516,João Vitor Nascimento,Masculino,35,Repositor(a),Excelente,3608.45
REP009517,Eduardo Casa Grande,Masculino,57,Repositor(a),Regular,3250.69
REP009518,Luna Jesus,Feminino,29,Repositor(a),Regular,3323.15
REP009519,João Pastor,Masculino,33,Repositor(a),Regular,4338.67
REP009520,Asafe Gomes,Masculino,31,Repositor(a),Regular,4024.24
REP009521,Guilherme Melo,Masculino,20,Repositor(a),Excelente,4705.51
REP009522,Eduarda Araújo,Feminino,38,Repositor(a),Bom,3937.12
REP009523,Olivia Vargas,Feminino,18,Repositor(a),Insuficiente,2910.99
REP009524,Eloá Pinto,Feminino,30,Repositor(a),Insuficiente,2912.25
REP009525,Ravi Gomes,Masculino,35,Repositor(a),Bom,3977.4
REP009526,Matheus Cunha,Masculino,59,Repositor(a),Excelente,4261.87
REP009527,Agatha Lima,Feminino,18,Repositor(a),Insuficiente,2839.23
REP009528,Luiz Miguel da Mata,Masculino,28,Repositor(a),Bom,3121.82
REP009529,Alícia Araújo,Feminino,29,Repositor(a),Bom,3695.3
REP009530,Rafaela Macedo,Feminino,28,Repositor(a),Bom,3757.86
REP009531,Arthur Gabriel Rios,Masculino,32,Repositor(a),Bom,3741.36
REP009532,Alana Melo,Feminino,29,Repositor(a),Bom,2892.76
REP009533,Matheus Casa Grande,Masculino,24,Repositor(a),Regular,3345.52
REP009534,Hellena Pimenta,Feminino,34,Repositor(a),Excelente,3547.87
REP009535,Luan Castro,Masculino,18,Repositor(a),Insuficiente,4101.56
REP009536,Leandro Viana,Masculino,37,Repositor(a),Insuficiente,3510.58
REP009537,Maria Eduarda Jesus,Feminino,24,Repositor(a),Insuficiente,3863.99
REP009538,Isabel Rodrigues,Feminino,40,Repositor(a),Insuficiente,2769.45
REP009539,Theodoro Caldeira,Masculino,55,Repositor(a),Regular,4241.17
REP009540,Olivia da Mata,Feminino,27,Repositor(a),Excelente,3761.13
REP009541,Daniel Ribeiro,Masculino,51,Repositor(a),Excelente,4137.37
REP009542,Pedro Henrique Fogaça,Masculino,34,Repositor(a),Excelente,4134.28
REP009543,Brayan Dias,Masculino,27,Repositor(a),Bom,3451.91
REP009544,Luiz Gustavo Machado,Masculino,54,Repositor(a),Regular,3263.59
REP009545,Gustavo Henrique Sales,Masculino,42,Repositor(a),Insuficiente,3217.83
REP009546,Raul Sales,Masculino,37,Repositor(a),Bom,3687.72
